id,variable,shap_value,feature_value
1,x,0,-57.55
1,y,0,54.05
1,wc2.1_10m_bio_1,-0.0992215737875012,-0.386770337820053
1,wc2.1_10m_bio_12,-0.027516416942749,955.239990234375
1,wc2.1_10m_bio_3,-0.062795901386864,22.9224147796631
1,population_density,-0.0733846564544053,0
1,travel_time_to_cities_12,-0.0535574118324334,876.545532226563
1,GNI,-0.0829251371403467,6.44968271255493
1,FFI2020,-0.0340712928350878,0.550661504268646
1,timberImport,-0.00433318872456598,4061534.5
1,ForestAge_TC010,-0.0188153686172702,115.896575927734
1,LC_Type1,-0.0139159393623548,8
2,x,0,-73.05
2,y,0,49.55
2,wc2.1_10m_bio_1,-0.129738750745595,-0.609496712684631
2,wc2.1_10m_bio_12,-0.0180357564576192,1013.44000244141
2,wc2.1_10m_bio_3,-0.0901665821012755,24.7319641113281
2,population_density,-0.10491715499535,0.00167879892978817
2,travel_time_to_cities_12,-0.0712703169902365,308.356567382813
2,GNI,-0.0940204679726986,35.6475486755371
2,FFI2020,0.0376594616082805,0.754544377326965
2,timberImport,-0.0095229230006146,4061534.5
2,ForestAge_TC010,-0.0241020908681549,75.5048294067383
2,LC_Type1,-0.026534813645887,5
3,x,0,-76.15
3,y,0,0.0499999999999972
3,wc2.1_10m_bio_1,-0.00834088176939999,25.1051769256592
3,wc2.1_10m_bio_12,0.0247524650529925,3589.47998046875
3,wc2.1_10m_bio_3,-0.0217697058873639,85.5046005249024
3,population_density,-0.0884236394228543,2.11533141136169
3,travel_time_to_cities_12,-0.0788848675535585,306.324676513672
3,GNI,-0.0629120862324419,214515.546875
3,FFI2020,-0.0929755853034636,0.117181964218616
3,timberImport,-0.0325586640393429,5288.09375
3,ForestAge_TC010,-0.0605894102483358,300
3,LC_Type1,-0.0182480493706661,2
4,x,0,-132.35
4,y,0,60.05
4,wc2.1_10m_bio_1,-0.100021085969208,-1.73645842075348
4,wc2.1_10m_bio_12,-0.0593768971965708,398.200012207031
4,wc2.1_10m_bio_3,-0.000877424540909166,27.0393333435059
4,population_density,-0.0651842172203432,0.0222588703036308
4,travel_time_to_cities_12,-0.0533908385597467,183.350845336914
4,GNI,-0.0884588990653955,608.147583007813
4,FFI2020,-0.0548723866615317,0.101210318505764
4,timberImport,0.00011117931931194,4061534.5
4,ForestAge_TC010,-0.0104874731340182,127.595275878906
4,LC_Type1,-0.0155661923278821,1
5,x,0,84.95
5,y,0,56.15
5,wc2.1_10m_bio_1,-0.0829350385791403,0.708121418952942
5,wc2.1_10m_bio_12,-0.0763822313145098,524.485717773438
5,wc2.1_10m_bio_3,-0.0661353229363202,21.9678535461426
5,population_density,-0.0216438179405364,7.75486707687378
5,travel_time_to_cities_12,-0.0312350852458378,38.2114944458008
5,GNI,-0.0371463491474273,378188.65625
5,FFI2020,-0.0484740691372518,0.464595675468445
5,timberImport,-0.065936121200475,160933.265625
5,ForestAge_TC010,0.00450176623417091,60.0334434509277
5,LC_Type1,-0.01803865202104,5
6,x,0,-77.15
6,y,0,34.85
6,wc2.1_10m_bio_1,0.0181901093465349,16.694953918457
6,wc2.1_10m_bio_12,-0.0440586934043985,1391.16003417969
6,wc2.1_10m_bio_3,0.00957588743657757,37.6061859130859
6,population_density,-0.0673127808098225,13.4836931228638
6,travel_time_to_cities_12,-0.0671872992254634,206.627471923828
6,GNI,0.0216056844559482,1715757.5
6,FFI2020,-0.0424119570799527,0.630607426166534
6,timberImport,-0.047930885860334,1700351.25
6,ForestAge_TC010,-0.0308840542044098,63.0435829162598
6,LC_Type1,-0.0242256350506014,2
7,x,0,67.35
7,y,0,57.65
7,wc2.1_10m_bio_1,-0.0835544648119548,0.969162225723267
7,wc2.1_10m_bio_12,-0.0900437515151206,488.314300537109
7,wc2.1_10m_bio_3,-0.102468948440173,21.9475078582764
7,population_density,-0.0433272180455228,3.73755049705505
7,travel_time_to_cities_12,-0.0383082443656626,60.1275825500488
7,GNI,0.017433445200723,6171908.5
7,FFI2020,-0.0423697113248873,0.556591391563416
7,timberImport,-0.0445224296466755,160933.265625
7,ForestAge_TC010,0.0187710422162843,58.6046905517578
7,LC_Type1,-0.021711572153674,5
8,x,0,-84.85
8,y,0,49.25
8,wc2.1_10m_bio_1,-0.0971372153858359,0.422856241464615
8,wc2.1_10m_bio_12,-0.00547412844252352,821.400024414063
8,wc2.1_10m_bio_3,-0.0609308139881151,26.9155654907227
8,population_density,-0.0936422926480386,1.35323774814606
8,travel_time_to_cities_12,-0.0841291093846593,182.819580078125
8,GNI,-0.0946649382259142,387.842712402344
8,FFI2020,0.0265951722427849,0.745414555072784
8,timberImport,-0.0231334941525737,4061534.5
8,ForestAge_TC010,-0.0154419613139893,96.2591781616211
8,LC_Type1,-0.00704487360497285,8
9,x,0,-135.25
9,y,0,63.95
