area
526338.463384827
2103421.30955451
2953640.09781235
100817700.275978
63019669.8451113
763111.557910985
85690810.5139633
2806564.4496378
424078.771543393
2991665.12708441
19546609.2686801
2177823.39364921
9340337.89403269
3541179.54141792
79614834.7591652
4920617.65489028
1265694.99663651
749978342.632813
981596.223195101
2277772.33353477
2457645.40067248
13497098.6765198
41284476.3730591
614070268.564818
61057484.1909856
12842901.0827937
37500564.3975794
291119800.071734
106180915.627672
5384388.50546097
32699296.8011238
8898059.60286231
9135742.39056766
230841582.087262

4442500.06759215
24013070.5507044
1270267.78387211
2034204.78859052
2571492.05285913

36662886.7225161
310056742.918997
1740624.46796487
8534391.02772066
26529414.8527149
5394684.32129036
18792022.0796676
10623374.0297697
23417034.1069962
3228034.92446664
20413526.1054826
2134213.74864696
11277804.3203928

65664368.5906723
174600287.184589
3315487.83776604
31562.288570636
72784.0214699478
1171178.04842205
35481777.5685732

9305859.68820835
12771811.7152292
1822461.55927642
1002875.08088628

1425280.59941769
22370073.848052
225241.12604931

9418016.04170548

39551429.6447575
9022720.78599441
33216482.8930618
8698676.73826176

93108616.391616
1134731.89234451
8235384.38007317
1281396.86124777
1634531.64092609
77845938.6387713
53987451.4275158
1160023.94476554
10495068.8942292
1757610.05128022
19795966.0556644
12016238.645673
264022.116848201
42554805.4209836
1898446.14898445
20169.6632144684
22092642.5996258

3095388.30937278

7341830.37691463
45863384.1085582
38169893.9771998
83934740.8914996
25668190.3661118
842836.908772643

8606131.79925925
33880505.0225028
1178686602.45073
2300346.14605732

5197008.50517552
5566486.92292909
7304719.88203948
2201576.76196136
3778239.63315583

23660511.7944049
48212049.7890862
5966591.61224987
3760697.83779512
14436804.328683
4369470.49082605
150939.789075298
66732.3988756806
69820670.6311519
29191546.9386688
395581.774763981
1375011.85855591
4607119.40428017
605567.117335405
653854.808083211
23010391.802309

19843708.859664
26333213.3780231

10290025.9902759
482904911.42302
4386922.28553223
103597.254657082
747848.181090851
77459615.9934839
26657038.0566852


68700349.2422811
21436677.5150438
