type,ISO_A3,pestCount,totalRecords,global_type_count,SRR,SRR_scaled
Plants,RWA,0,222656458,1097756,0,-3
Plants,SAU,0,1317453306,1097756,0,-3
Plants,SDN,0,243583,1097756,0,-3
Plants,SEN,14,6252321,1097756,7.25933954248608,0.860956931716606
Plants,SLB,0,58161,1097756,0,-3
Plants,SLE,0,59130,1097756,0,-3
Plants,SLV,26,7264184086,1097756,0.0116037095129744,-1.89950161488919
Plants,SOM,8,198185,1097756,130.86681943672,2.11683286611336
Plants,SRB,2,962818561,1097756,0.00673435309118079,-2.11157600525868
Plants,SSD,2,288,1097756,22513.7505295715,4.35244786873838
Plants,SUR,6,41301,1097756,470.978437750896,2.6730019469033
Plants,SVK,35888,3060603948,1097756,38.0147784403099,1.57996388786157
Plants,SVN,20378,1303337631,1097756,50.689144871312,1.70492353242919
Plants,SWE,56,38997501583,1097756,0.00465544911599176,-2.24753290075585
Plants,SWZ,0,1575684,1097756,0,-3
Plants,SYR,0,2545,1097756,0,-3
Plants,TCD,9,900080,1097756,32.4169192586488,1.51078513625318
Plants,TGO,52,8233719,1097756,20.4747045612598,1.31123885459865
Plants,THA,38,3027370152,1097756,0.0406938156592538,-1.37992835807759
Plants,TJK,9,903288,1097756,32.3017915507841,1.5092400549229
Plants,TLS,0,1341377,1097756,0,-3
Plants,TTO,0,16437264,1097756,0,-3
Plants,TUN,0,274740726,1097756,0,-3
Plants,TUR,28,17127945722,1097756,0.00529984410323275,-2.20067019752157
Plants,TWN,5853,14517798478,1097756,1.30703766243171,0.11662024884359
Plants,TZA,51,3046072657,1097756,0.054280052548718,-1.25743155279726
Plants,UGA,467,331655614,1097756,4.56499040481378,0.659534994508398
Plants,UKR,730,10921111012,1097756,0.216703726669211,-0.662134136608784
Plants,URY,0,304471470,1097756,0,-3
Plants,USA,64763,506087827547,1097756,0.414869404578234,-0.381043029410515
Plants,UZB,2,1102171246,1097756,0.00588289721406558,-2.1622287159464
Plants,VEN,6,2977205658,1097756,0.00653360321457167,-2.12299725727583
Plants,VNM,20,1651417825,1097756,0.0392629899856906,-1.39509397693694
Plants,VUT,0,548388,1097756,0,-3
Plants,YEM,0,302307,1097756,0,-3
Plants,ZAF,2,29842595315,1097756,0.00021727199273642,-2.9146123702117
Plants,ZMB,8,2906161,1097756,8.9244335086963,0.950629318998509
Plants,ZWE,0,3561022025,1097756,0,-3
Total,AFG,36,844633,3069745,49.4138071273442,1.69385710459431
Total,AGO,9,17611983,3069745,0.59244510052318,-0.226619451338948
Total,ALB,163,1076686,3069745,175.514256537823,2.2443148731791
Total,ARE,22,146661432,3069745,0.173908424263886,-0.757189272721369
Total,ARG,4767,32944479522,3069745,0.167755343123642,-0.772742467668032
Total,ARM,112,531392741,3069745,0.244352206775592,-0.610210031483138
Total,ATF,26,,3069745,,
Total,AUS,291528,89941710927,3069745,3.75779417481471,0.57504854513665
Total,AUT,45069,6663166172,3069745,7.84171651515614,0.894466517174001
Total,AZE,5,272116,3069745,21.3024613662464,1.32845017292843
Total,BDI,13,2754,3069745,5472.59458989017,3.73819335613294
Total,BEL,225569,55932370249,3069745,4.67552141782409,0.669922927694918
Total,BEN,3844,1671381180,3069745,2.66637808839233,0.426084579268616
Total,BFA,42,293440044,3069745,0.165937205380037,-0.777446861100667
Total,BGD,8168,255346824,3069745,37.0850722106959,1.56921083959582
Total,BGR,384,654293480,3069745,0.680412826861978,-0.166589695565696
Total,BHS,7,947680,3069745,8.5634779756801,0.932700896876459
Total,BIH,68,1515505159,3069745,0.0520194018350222,-1.27556517628634
Total,BLR,274,2008469,3069745,158.160959231701,2.19910203616302
Total,BLZ,52,39958118,3069745,1.50873226817715,0.178899937516625
Total,BOL,232,757042340,3069745,0.355288929783215,-0.448197671358647
Total,BRA,4630,239723811413,3069745,0.0223915252422782,-1.63094145913533
Total,BRN,12,23890549,3069745,0.582329748266984,-0.234085875140769
Total,BTN,27,9169608,3069745,3.41371180933172,0.53335405650998
Total,BWA,179,2756738,3069745,75.2785765863579,1.87667716771562
Total,CAF,132,,3069745,,
Total,CAN,47069,59019619478,3069745,0.924596887063941,-0.0335781146583232
Total,CHE,29082,42861789477,3069745,0.786625157378346,-0.103680420598794
Total,CHL,3976,29961529844,3069745,0.153849557447176,-0.810090031498826
Total,CHN,11624,696568008784,3069745,0.0193466572162205,-1.69150693149028
Total,CIV,194,30199991,3069745,7.44747024570092,0.872067087235668
Total,CMR,112,1388479541,3069745,0.0935173944546298,-1.02448825899876
Total,COD,32,2540186427,3069745,0.014604888562252,-1.80673932837461
Total,COG,44,92827,3069745,549.53103169132,2.73999301210317
Total,COL,9504,115710790110,3069745,0.0952240018285965,-1.01671658532644
Total,CRI,531,15279943167,3069745,0.0402890143349186,-1.38416548462385
Total,CUB,100,295085888,3069745,0.392884974366346,-0.404630586020631
Total,CYP,105,273735972,3069745,0.444704257282955,-0.350953217595078
Total,CZE,2202,15089529393,3069745,0.169182516146305,-0.769085059593457
Total,DEU,59198,72572459136,3069745,0.945690562978766,-0.0237919520963918
Total,DNK,2975,17751114513,3069745,0.194301075623782,-0.709295364821789
Total,DOM,265,167147736,3069745,1.83805810321169,0.264595450557052
Total,DZA,127,2168294903,3069745,0.0679046058059626,-1.16175174747902
Total,ECU,1354,28979666487,3069745,0.0541675436117602,-1.25831635299364
Total,EGY,36,5142084788,3069745,0.00811665576825765,-2.04016444322261
Total,ERI,2,,3069745,,
Total,ESP,608364,68530825004,3069745,10.2918016360196,1.01253360308651
Total,EST,707,1458073327,3069745,0.562152192505778,-0.249374220719997
Total,ETH,129,3762121336,3069745,0.0397530790564985,-1.38983957301653
Total,FIN,18223,2748269304,3069745,7.68731094754293,0.885830939706167
Total,FJI,109,54392237,3069745,2.32329007872204,0.366290328419949
Total,FRA,821180,60088960246,3069745,15.8437337162966,1.19988494491384
Total,GAB,455,589946366,3069745,0.894154829863829,-0.0481018407288405
Total,GBR,89295,167124575316,3069745,0.619442052560823,-0.207298774081875
Total,GEO,134,148369280,3069745,1.04706747560739,0.0203892438505829
Total,GHA,177,626495391,3069745,0.327543696854855,-0.483406860378545
Total,GIN,9,439749,3069745,23.727474170146,1.37526981235172
Total,GMB,83,852780,3069745,112.837887357211,2.05245879516318
Total,GNB,6,,3069745,,
Total,GNQ,6,4048191,3069745,1.71832027998803,0.235356785863942
Total,GRC,956,18335534189,3069745,0.0604474779367822,-1.21149593768585
Total,GRL,1,272,3069745,4262.30924789523,3.62964505824657
Total,GTM,167,3302509308,3069745,0.0586254624044176,-1.22456823991983
Total,GUY,15,1671234,3069745,10.4056174846925,1.01730959152335
Total,HND,191,102342876,3069745,2.16366296024995,0.335390285955735
Total,HRV,1871,535730965,3069745,4.04893587579889,0.607448146916602
Total,HTI,22,83837,3069745,304.229141541385,2.4832022394889
Total,HUN,4791,2769255156,3069745,2.00575118871898,0.302493528907533
Total,IDN,1278,6331805799,3069745,0.234000684567797,-0.628930872606631
Total,IND,4787,68505002593,3069745,0.0810130533316489,-1.08611701909508
Total,IRL,353,9522948755,3069745,0.0429751220210056,-1.35679294679999
Total,IRN,64,13576278792,3069745,0.00546528842874695,-2.18941209565303
Total,IRQ,28,3522288,3069745,9.21609681887741,0.96459414946054
Total,ISL,3861,7815003,3069745,572.77560528967,2.7579852711694
Total,ISR,3583,2151305241,3069745,1.93089489041818,0.285983493842845
Total,ITA,16019,33447367733,3069745,0.555248401287793,-0.254731224213956
Total,JAM,132,974635,3069745,157.016679307054,2.19594855427694
Total,JOR,10,71179849,3069745,0.162875888571708,-0.785484940453693
Total,JPN,16400,19546490961,3069745,0.972722374105266,-0.0115648506994418
Total,KAZ,48,6095306838,3069745,0.00912976344252091,-1.99440069647658
Total,KEN,262,3227245884,3069745,0.0941202552144942,-1.02172699314443
Total,KGZ,18,117557257,3069745,0.177515762193184,-0.748323431477267
Total,KHM,2740,472366,3069745,6724.89941331797,3.82768585740802
Total,KOR,3690,11908952612,3069745,0.359225087655214,-0.443426044290467
Total,KWT,8,21327532,3069745,0.434873801779785,-0.360639233492979
Total,LAO,63,20244098,3069745,3.60791235410601,0.557376334930017
Total,LBN,15,150993912,3069745,0.115171674811714,-0.934899749506216
Total,LBR,8,162067,3069745,57.2280903787941,1.75761684311947
Total,LKA,508,1066069004,3069745,0.552449082026937,-0.256922328555681
Total,LSO,4,24658085,3069745,0.188067826909917,-0.723382367422851
Total,LTU,1429,592100618,3069745,2.79801845595422,0.447005762093404
Total,LUX,2842,2592157799,3069745,1.2710905737745,0.104518034496414
Total,LVA,94,24037371,3069745,4.53372054914763,0.656550528947916
Total,MAR,152,83013829,3069745,2.1227898492067,0.327111540730882
Total,MDA,23,4264841,3069745,6.25228622938876,0.796108307938482
Total,MDG,244,474729335,3069745,0.595878365435982,-0.224114162341446
Total,MEX,14100,217023260520,3069745,0.0753228404566401,-1.11734547515289
Total,MKD,23,166724021,3069745,0.15993500213645,-0.793349489887802
Total,MLI,59,569193,3069745,120.172839107689,2.07980993548918
Total,MMR,92,2171962277,3069745,0.0491076791474727,-1.30009571214054
Total,MNE,45,5697365,3069745,9.15698137546702,0.961799755970437
Total,MNG,3,16253516,3069745,0.213987197987347,-0.667587400591313
Total,MOZ,137,3619553413,3069745,0.0438812952015326,-1.34793461853527
Total,MRT,33,191472,3069745,199.812441553374,2.30062470008669
Total,MWI,83,191477543,3069745,0.502544016770064,-0.297962560056118
Total,MYS,1815,907149123,3069745,2.31959308139123,0.365598993105762
Total,NAM,177,,3069745,,
Total,NCL,134,7754529,3069745,20.033795407469,1.3017849118368
Total,NER,63,555955,3069745,131.375617220697,2.11851807515011
Total,NGA,236,2303818534,3069745,0.118762025395222,-0.921680867887695
Total,NIC,194,58319188,3069745,3.85659578101354,0.586316718053199
Total,NLD,129483,36502394483,3069745,4.11249382831068,0.614210850048041
Total,NOR,3491,15134566661,3069745,0.267419897880974,-0.571185293199009
Total,NPL,100,854611947,3069745,0.135657840906301,-0.86436544509355
Total,NZL,9831,7367519937,3069745,1.54699972585467,0.189770879434849
Total,OMN,17,132240845,3069745,0.149038052216526,-0.823798582465233
Total,PAK,168,21380346722,3069745,0.00910979068414289,-1.99525783606704
Total,PAN,154,2237294327,3069745,0.0798015744380133,-1.09258017681106
Total,PER,628,23620912255,3069745,0.030823137084147,-1.49725701038462
Total,PHL,829,34020777116,3069745,0.0282503713660731,-1.53386861569419
Total,PNG,503,13027464,3069745,44.7632863971095,1.65093166564636
Total,POL,2427,3469960282,3069745,0.810884750104627,-0.0905056160125057
Total,PRI,610,13845562697,3069745,0.0510779060329567,-1.28334648635643
Total,PRK,17,,3069745,,
Total,PRT,12359,53237835055,3069745,0.269139106497585,-0.568412540926473
Total,PRY,161,4040764757,3069745,0.0461930000405188,-1.32612241384948
Total,PSE,120,592842,3069745,234.669226963171,2.3704579933659
Total,QAT,3,13247278,3069745,0.262547849171921,-0.579140523735033
Total,ROU,1411,345136795,3069745,4.73968645060926,0.675841231996168
Total,RUS,4505,3173763289,3069745,1.64563730323018,0.216597949775561
Total,RWA,21,222656458,3069745,0.109344730634211,-0.957248401162276
Total,SAU,5,1317453306,3069745,0.00439995903516106,-2.26760953478277
Total,SDN,20,243583,3069745,95.1912174024873,1.97860144337064
Total,SEN,53,6252321,3069745,9.82762243295852,0.992492651943126
Total,SLB,1,58161,3069745,19.933428163675,1.299603782064
Total,SLE,3,59130,3069745,58.820300123161,1.76953461945827
Total,SLV,57,7264184086,3069745,0.00909707708354015,-1.99580432821802
Total,SOM,8,198185,3069745,46.7986221127736,1.67024234634336
Total,SRB,1733,962818561,3069745,2.08673821363511,0.319676040545987
Total,SSD,6,288,3069745,24153.085738073,4.38297264099428
Total,SUR,17,41301,3069745,477.201955455499,2.67870312471758
Total,SVK,36507,3060603948,3069745,13.8287483022981,1.1408142761384
Total,SVN,104386,1303337631,3069745,92.8536930865425,1.9678038588575
Total,SWE,31941,38997501583,3069745,0.949566937667938,-0.0220172952780392
Total,SWZ,81,1575684,3069745,59.5977349199635,1.77523704123168
Total,SYR,80,2545,3069745,36443.1627639294,4.56161607262516
Total,TCD,17,900080,3069745,21.8968513490662,1.34040150328653
Total,TGO,107,8233719,3069745,15.0661260544285,1.17803042167547
Total,THA,1318,3027370152,3069745,0.504735377378276,-0.296076665385102
Total,TJK,14,903288,3069745,17.9686585186397,1.25453982419414
Total,TLS,30,1341377,3069745,25.9289099655243,1.41380100880391
Total,TTO,102,16437264,3069745,7.19423304107091,0.857044864542555
Total,TUN,6,274740726,3069745,0.0253187388482224,-1.5797349252549
Total,TUR,242,17127945722,3069745,0.0163803790884909,-1.7599407552611
Total,TWN,15550,14517798478,3069745,1.24177665244608,0.0943930857407432
Total,TZA,178,3046072657,3069745,0.0677475516126848,-1.16274276426184
Total,UGA,508,331655614,3069745,1.77578433102348,0.249634715632693
Total,UKR,1886,10921111012,3069745,0.200211365244226,-0.696347492187426
Total,URY,134,304471470,3069745,0.510237124901343,-0.291377616206528
Total,USA,327222,506087827547,3069745,0.749601528385282,-0.124590555605566
Total,UZB,192,1102171246,3069745,0.201960302421173,-0.692588898664978
Total,VEN,190,2977205658,3069745,0.0739875464562971,-1.12501085600022
Total,VNM,432,1651417825,3069745,0.303277812727183,-0.516729714291374
Total,VUT,10,548388,3069745,21.1410190490584,1.32514645979229
Total,YEM,10,302307,3069745,38.3500254849376,1.58377698123142
Total,ZAF,2815,29842595315,3069745,0.109359286968182,-0.957191114162265
Total,ZMB,112,2906161,3069745,44.6799020865948,1.65012193273532
Total,ZWE,284,3561022025,3069745,0.0924607774031981,-1.02937061085167
