type,ISO_A3,pestCount,totalRecords,global_type_count,SRR,SRR_scaled
Plants,LAO,2,20244098,1097756,0.32028891346587,-0.493104260143055
Plants,LBN,6,150993912,1097756,0.128825594356081,-0.886639680479678
Plants,LBR,6,162067,1097756,120.023696727587,2.07927061728897
Plants,LKA,0,1066069004,1097756,0,-3
Plants,LSO,2,24658085,1097756,0.262954732799266,-0.578470546543577
Plants,LTU,0,592100618,1097756,0,-3
Plants,LUX,107,2592157799,1097756,0.133823592180021,-0.870234105893429
Plants,LVA,0,24037371,1097756,0,-3
Plants,MAR,0,83013829,1097756,0,-3
Plants,MDA,0,4264841,1097756,0,-3
Plants,MDG,2,474729335,1097756,0.0136582251705945,-1.83391861122829
Plants,MEX,5747,217023260520,1097756,0.0858509795383864,-1.06122527905088
Plants,MKD,0,166724021,1097756,0,-3
Plants,MLI,39,569193,1097756,222.134184668598,2.34661735322291
Plants,MMR,28,2171962277,1097756,0.0417942075221559,-1.36861501162727
Plants,MNE,0,5697365,1097756,0,-3
Plants,MNG,0,16253516,1097756,0,-3
Plants,MOZ,5,3619553413,1097756,0.00447842552152206,-2.26134423815146
Plants,MRT,4,191472,1097756,67.727502219819,1.83077147151866
Plants,MWI,4,191477543,1097756,0.0677255416058539,-1.16288182892346
Plants,MYS,16,907149123,1097756,0.05718098590956,-1.23521892366212
Plants,NAM,0,,1097756,,
Plants,NCL,0,7754529,1097756,0,-3
Plants,NER,57,555955,1097756,332.388168730784,2.52164686337593
Plants,NGA,197,2303818534,1097756,0.277222387786765,-0.555607926460952
Plants,NIC,110,58319188,1097756,6.11493096214598,0.78646257436483
Plants,NLD,79,36502394483,1097756,0.00701642809059237,-2.09601909880994
Plants,NOR,1002,15134566661,1097756,0.214638721357098,-0.666273252011288
Plants,NPL,10,854611947,1097756,0.0379351129789237,-1.4096585607636
Plants,NZL,1,7367519937,1097756,0.00044003682432903,-2.84162640207252
Plants,OMN,1,132240845,1097756,0.0245157241414957,-1.59319210179019
Plants,PAK,33,21380346722,1097756,0.00500391054960945,-2.22156578679859
Plants,PAN,9,2237294327,1097756,0.0130415655795495,-1.85258446737334
Plants,PER,18,23620912255,1097756,0.00247050752073713,-2.45960701012602
Plants,PHL,2,34020777116,1097756,0.000190588243484514,-2.92423841022288
Plants,PNG,380,13027464,1097756,94.5657903163771,1.97573864893328
Plants,POL,505,3469960282,1097756,0.471820944753522,-0.325303293570525
Plants,PRI,105,13845562697,1097756,0.0245860652583574,-1.59199649676122
Plants,PRK,0,,1097756,,
Plants,PRT,0,53237835055,1097756,0,-3
Plants,PRY,92,4040764757,1097756,0.0738132964803432,-1.12602120862142
Plants,PSE,31,592842,1097756,169.524734016833,2.22923563347241
Plants,QAT,0,13247278,1097756,0,-3
Plants,ROU,8,345136795,1097756,0.0751465534414155,-1.11834974899569
Plants,RUS,67,3173763289,1097756,0.0684400962926715,-1.15838968559443
